clone_id,antigen,screen_batch,signal_rep1,signal_rep2,signal_rep3,true_binder,signal_mean
Ab0024,AgA,Screen1,0.57567729668175,0.8508310822923999,0.4507194637994636,FALSE,0.6257426142578711
Ab0025,AgA,Screen2,1.1987444379384053,0.5688429171331629,0.7254439299395273,FALSE,0.831010428337032
Ab0026,AgA,Screen1,-0.49643000338139187,-0.3771096486445062,-0.858142246626272,FALSE,-0.5772272995507234
Ab0027,AgA,Screen2,1.0387805652290292,0.9960841231042683,1.7782255346759017,FALSE,1.2710300743363998
Ab0028,AgA,Screen2,-0.34411722012687523,-0.18249887225063974,-0.8192641768044582,FALSE,-0.448626756393991
Ab0029,AgA,Screen1,-0.24280395706660507,-0.8597159104835744,-0.6260480523698005,FALSE,-0.5761893066399933
Ab0030,AgA,Screen1,0.04055506952779592,1.0333027727162263,0.32292317051742936,FALSE,0.4655936709204838
Ab0031,AgA,Screen2,0.2853192869201193,0.32838132756853877,0.7903479673511905,FALSE,0.46801619394661625
Ab0032,AgA,Screen2,0.11551415637063012,-0.09452667276919492,-0.18182288244688793,FALSE,-0.05361179961515091
Ab0033,AgA,Screen2,1.9407593303291633,1.462815586917483,2.0629930685889204,FALSE,1.8221893286118558
Ab0034,AgA,Screen1,0.2669468299844783,-0.3650784763414186,-0.9609668413050301,FALSE,-0.3530328292206568
Ab0035,AgA,Screen1,1.641570242295531,1.829920806145237,1.4525674732844176,FALSE,1.6413528405750621
Ab0036,AgA,Screen2,1.1306340551099188,0.7561761608180874,0.9326448136358723,FALSE,0.9398183431879595
Ab0037,AgA,Screen2,0.556736887042133,0.8499685434758852,0.8419699330742276,FALSE,0.7495584545307485
Ab0038,AgA,Screen1,0.1420371821655663,-0.5165707103983027,0.29206020839971303,FALSE,-0.027491106611007805
Ab0039,AgA,Screen2,0.3268441252579041,0.28844768371886853,0.3631709065270976,FALSE,0.32615423850129005
Ab0040,AgA,Screen2,1.2955008638161103,0.4485782616281867,0.929732454023532,FALSE,0.8912705264892763
Ab0041,AgA,Screen2,1.1883935239851047,1.6936991531433938,2.5271809356788806,TRUE,1.8030912042691263
Ab0042,AgA,Screen1,0.4916620856628301,-0.0666197265820708,0.1249707924672932,FALSE,0.18333771718268413
Ab0043,AgA,Screen2,1.6047675977835114,1.3846175395648574,1.39862259600624,FALSE,1.4626692444515363
Ab0044,AgA,Screen2,1.182576648790437,1.618081878061845,0.13805944609810195,FALSE,0.9795726576501279
Ab0045,AgA,Screen1,-1.709141763621953,-0.9497349848858709,-1.7263021918014836,FALSE,-1.4617263134364358
Ab0046,AgA,Screen1,-0.48776391435703065,0.42631872105598045,0.7009905057363887,FALSE,0.2131817708117795
Ab0047,AgA,Screen1,3.0195204562443445,2.413085707669867,3.290263391872391,TRUE,2.9076231852622008
Ab0048,AgA,Screen2,0.3405286138947636,-0.07143248628082954,0.37576862351817386,FALSE,0.214954917044036
Ab0049,AgA,Screen1,0.4699006616530395,0.6757535683638461,0.5317678730379476,FALSE,0.5591407010182777
Ab0050,AgA,Screen2,-0.12927230344204044,-0.5093770281847925,0.00872365435788124,FALSE,-0.20997522575631722
Ab0051,AgA,Screen2,-0.2660200196751842,0.4620443736556569,-0.1593807725543588,FALSE,0.012214527142037976
Ab0052,AgA,Screen1,0.30509208936371157,-0.10748682774126675,0.3031254173811248,FALSE,0.1669102263345232
Ab0053,AgA,Screen2,-0.9834513289204689,-0.7230963221260832,-0.1615340138973779,FALSE,-0.6226938883146435
Ab0054,AgA,Screen2,-0.8483511503073403,-0.6576263447607872,-0.0967495963500487,FALSE,-0.5342423638060587
Ab0055,AgA,Screen1,0.6569438499311,0.32041052360147493,1.5853876811296836,FALSE,0.8542473515540863
Ab0056,AgA,Screen2,0.7608332121020015,0.4649359650716159,0.5094317082332626,FALSE,0.5784002951356267
Ab0057,AgA,Screen1,-0.1070402045311463,-0.14014311829984089,0.33969685657962156,FALSE,0.030837844582878127
Ab0058,AgA,Screen2,0.30878251271803386,0.29192203571072034,-0.06015796756370559,FALSE,0.18018219362168286
Ab0059,AgA,Screen1,0.7987651754831624,-0.16150660854605992,0.43055075419913313,FALSE,0.3559364403787452
Ab0060,AgA,Screen1,0.416437724284832,0.5208389109522941,0.3561549777123968,FALSE,0.43114387098317425
Ab0061,AgA,Screen1,0.1900324819519508,0.45506806026556146,1.0413236230432061,FALSE,0.5621413884202394
Ab0062,AgA,Screen2,0.39829730575020234,1.2464380349721056,0.5550144074403522,FALSE,0.7332499160542202
Ab0063,AgA,Screen2,1.8247035161424503,0.857125099757203,1.0886577140718727,FALSE,1.2568287766571753
Ab0064,AgA,Screen1,-1.2819536586181806,-0.9038240602466308,-1.3626175971895367,FALSE,-1.1827984386847825
Ab0065,AgA,Screen1,1.195443176786623,1.787558161853382,1.9533780765173643,FALSE,1.6454598050524563
Ab0066,AgA,Screen2,1.74256209356567,1.251174118510013,0.9758867897658492,FALSE,1.3232076672805106
Ab0067,AgA,Screen1,0.7637665454623446,0.031095861401825353,0.6021271085437057,FALSE,0.4656631718026252
Ab0068,AgA,Screen2,0.26410030801045553,0.036657897824028174,0.04786983356260288,FALSE,0.11620934646569553
Ab0069,AgA,Screen2,0.3683828800556629,0.07478599692705856,0.5481694520382152,FALSE,0.33044610967364557
Ab0070,AgA,Screen1,1.6847570599044652,0.9269861839387044,0.4832144077139266,FALSE,1.031652550519032
Ab0071,AgA,Screen2,0.638789817197374,0.6442119165082196,0.772290587148461,FALSE,0.6850974402846849
Ab0072,AgA,Screen1,-0.3522107763385031,0.10770878504468068,-1.3188881112963668,FALSE,-0.5211300341967298
Ab0073,AgA,Screen2,2.5094019511302843,2.5041133232023167,2.7184744318520484,TRUE,2.5773299020615497
Ab0074,AgA,Screen2,-0.2641679174136357,-0.13499269750927717,0.6933208264611375,FALSE,0.09805340384607486
Ab0075,AgA,Screen1,1.489616765693311,1.4015556611321265,2.070038249278697,TRUE,1.6537368920347113
Ab0076,AgA,Screen2,-0.15112168251261893,-0.25726162289027776,-0.9295448364180209,FALSE,-0.44597604727363915
Ab0077,AgA,Screen1,0.9241660453570408,0.973854710819951,1.3484625518024502,FALSE,1.0821611026598141
Ab0078,AgA,Screen2,0.1379056345305455,-0.14749851752858867,-0.8229674264859997,FALSE,-0.2775201031613476
Ab0079,AgA,Screen1,-0.5456216797931726,-0.7536572718626838,-0.7939835798690389,FALSE,-0.6977541771749651
Ab0080,AgA,Screen1,2.3621381978957063,1.5766422181352362,1.4041288711466489,TRUE,1.7809697623925305
Ab0081,AgA,Screen1,0.19356046779528208,-0.3141515025145132,0.17320451604478182,FALSE,0.017537827108516906
Ab0082,AgA,Screen1,-0.3295894451016713,-0.18884206219240085,-0.007850829917263075,FALSE,-0.17542744573711175
Ab0083,AgA,Screen1,-1.4677131443201423,-1.1489956587805716,-1.6973223418504264,FALSE,-1.4380103816503802
Ab0084,AgA,Screen1,0.5552447552813669,0.6865544727261874,0.32090088686330787,FALSE,0.5209000382902874
Ab0085,AgA,Screen1,1.7307859862176111,0.9825518034656058,0.8002701546197667,FALSE,1.1712026481009945
Ab0086,AgA,Screen1,-1.0038019305711017,-0.5055617726607308,-0.4664814562180033,FALSE,-0.6586150531499452
Ab0087,AgA,Screen1,0.6761516943379251,1.0803915823191006,0.14709272674764495,FALSE,0.6345453344682236
Ab0088,AgA,Screen2,1.3826285953076911,0.6066257059021466,1.876640242399504,FALSE,1.2886315145364473
Ab0089,AgA,Screen2,3.30651571865505,2.955865227409896,3.450452504428442,TRUE,3.237611150164463
Ab0090,AgA,Screen1,-0.4758416539711538,-0.3905327224377029,-1.4920868029650323,FALSE,-0.7861537264579631
Ab0091,AgA,Screen2,-0.5461626510059439,-0.7645690455768122,-1.1664482560780745,FALSE,-0.8257266508869435
Ab0092,AgA,Screen1,-0.4106475041799912,-1.7153725037090273,-0.8342047272169664,FALSE,-0.9867415783686616
Ab0093,AgA,Screen2,-0.44831585289297415,-0.251980791679379,-0.007593225975315296,FALSE,-0.23596329018255613
Ab0094,AgA,Screen2,1.1952881768003503,1.1809206932145409,1.4973382248496034,FALSE,1.2911823649548315
Ab0095,AgA,Screen2,0.8134100302259271,0.26575539638773577,1.0711161116848271,FALSE,0.7167605127661633
Ab0096,AgA,Screen1,2.824291302835321,3.253397154906127,2.5639898087868915,TRUE,2.880559422176113
Ab0097,AgA,Screen1,-1.454316374983462,-1.0623604715236152,-1.4399283093832924,FALSE,-1.31886838529679
Ab0098,AgA,Screen1,0.4100930220087356,-0.07360345732087231,0.6354531657452502,FALSE,0.3239809101443712
Ab0099,AgA,Screen1,-1.4056506400587576,-1.7633215387605223,-1.6347579631992135,FALSE,-1.6012433806728312
Ab0100,AgA,Screen1,-0.7359785223161922,-0.5053373987404886,-1.460272155621395,FALSE,-0.9005293588926918
Ab0101,AgA,Screen1,-0.7404597912230874,-0.5342536219235894,-1.2046408947167833,FALSE,-0.8264514359544867
Ab0102,AgA,Screen1,0.367026796948272,-0.5164183045378968,0.41680095573064513,FALSE,0.08913648271367343
Ab0103,AgA,Screen2,0.8480521157927132,0.6516146753833528,0.6057043468848774,FALSE,0.7017903793536479
Ab0104,AgA,Screen1,-0.9494351399056573,-1.7854290431773117,-1.2502193622593158,FALSE,-1.3283611817807617
Ab0105,AgA,Screen2,-0.22488809976489,-1.1609110280464803,-0.386839832454992,FALSE,-0.5908796534221208
Ab0106,AgA,Screen1,1.3047738919269698,1.6646432482682223,1.493688185665138,FALSE,1.4877017752867767
Ab0107,AgA,Screen1,0.4856313283960684,0.019226354858260963,0.9847131587268971,FALSE,0.4965236139937422
Ab0108,AgA,Screen2,1.2271826982590268,0.805508416611062,1.3922691822120625,FALSE,1.141653432360717
Ab0109,AgA,Screen1,-0.6842141232189269,-0.5589350626907361,-0.7141915409494005,FALSE,-0.6524469089530212
Ab0110,AgA,Screen1,-0.7957620576600583,-0.7122570947705487,-0.5470863909015777,FALSE,-0.6850351811107283
Ab0111,AgA,Screen1,-1.1310939834242546,-0.9963271258804467,-0.47789831029540497,FALSE,-0.8684398065333688
Ab0112,AgA,Screen2,1.403287734689159,0.27200219086483857,1.1906506289281322,FALSE,0.9553135181607099
Ab0113,AgA,Screen1,-0.06444649337871716,-0.05972585175742173,-0.7316186402261156,FALSE,-0.2852636617874182
Ab0114,AgA,Screen1,1.029387424337909,-0.03361995449372207,0.3231579756345896,FALSE,0.4396418151595922
Ab0115,AgA,Screen2,0.8502230183886652,1.0195790240712794,0.7568023555542955,FALSE,0.8755347993380801
Ab0116,AgA,Screen1,0.6669652062888446,0.36760315335114613,1.205230978849946,FALSE,0.7465997794966457
Ab0117,AgA,Screen2,0.7556857931353638,1.6731933223932276,1.3808089285186536,FALSE,1.269896014682415
Ab0118,AgA,Screen1,-0.44367956454813967,0.05664367041519004,-0.5439519512894193,FALSE,-0.31032928180745634
Ab0119,AgA,Screen2,-0.4853869162853758,-0.5519407791001598,-1.1745352038509393,FALSE,-0.73728763307882506
Ab0120,AgA,Screen2,0.31001549285674,0.4196248870749342,0.029314106840088394,FALSE,0.2529848289239209
Ab0121,AgA,Screen1,2.5889646429264648,1.8970710855183492,2.2716111814236264,TRUE,2.252548969956147
Ab0122,AgA,Screen2,0.6690931971599718,0.3446565973336169,0.2411139519253845,FALSE,0.41828791547299105
Ab0123,AgA,Screen2,1.0007799668377293,1.3171946582997287,0.9927570071626582,FALSE,1.1035772107667052
Ab0124,AgA,Screen1,0.5829467552653212,0.17235312685975854,-0.15183474274934664,FALSE,0.20115504645857774
Ab0125,AgA,Screen1,-0.509002248941189,-0.016264143541749265,-0.4090364535155748,FALSE,-0.31143428199950435
Ab0126,AgA,Screen1,0.5247351263726653,1.381350769839318,0.34444439074582994,FALSE,0.7501767623192711
Ab0127,AgA,Screen2,0.9844194219455523,0.8568225925018285,0.3138018376496582,FALSE,0.718347950699013
Ab0128,AgA,Screen2,1.1158506141741167,1.1896355319594203,0.23043577115943525,FALSE,0.8453073057643241
Ab0129,AgA,Screen1,0.9760090207394635,0.16550811233778373,0.2465239282705381,FALSE,0.46268035378259514
Ab0130,AgA,Screen2,0.9178952445997941,0.8841150230688044,1.0273714737876602,FALSE,0.9431272471520863
Ab0131,AgA,Screen2,0.3059273959380444,0.6615254900487176,-0.16601583454597996,FALSE,0.267145683813594
Ab0132,AgA,Screen1,0.3688892596191368,0.8337220889576884,0.4430323280358366,FALSE,0.5485478922042206
Ab0133,AgA,Screen1,-0.07500542316671588,1.1857805562723414,0.8247699962656365,FALSE,0.6451817097904207
Ab0134,AgA,Screen2,-0.5181270548145767,-0.3682530264800211,-0.19095580175228255,FALSE,-0.35911196101562676
Ab0135,AgA,Screen1,0.1655813075022846,0.8128620217570686,0.6208390417644918,FALSE,0.5330941236746151
Ab0136,AgA,Screen1,-0.5755249086354808,-0.5359312717225736,-0.07461078185030062,FALSE,-0.3953556540694516
Ab0137,AgA,Screen2,-0.4590147338524658,-1.2858295446144834,-0.7955556437561238,FALSE,-0.8467999740743576
Ab0138,AgA,Screen2,-0.25683248717087703,0.2752444933832171,-0.40039742000895245,FALSE,-0.12732847126553745
Ab0139,AgA,Screen1,0.18047311314257009,0.44368677738473083,0.7204460697012581,FALSE,0.448201986742853
Ab0140,AgA,Screen2,1.3309486541206008,0.7694619129479275,1.6377850753836793,TRUE,1.2460652141507358
Ab0141,AgA,Screen2,0.5853038384689354,0.4390707737521189,0.03365748386602796,FALSE,0.3526773653623607
Ab0142,AgA,Screen1,-0.5774852681316213,-1.240123299746751,-0.538293886830564,FALSE,-0.785300818236312
Ab0143,AgA,Screen2,0.8519684840071943,1.0893128478744556,0.9975935936876141,FALSE,0.9796249751897547
Ab0144,AgA,Screen1,2.4297394865294,1.9008195155788543,1.736274760604885,FALSE,2.0222779209043797
Ab0145,AgA,Screen1,0.7108773064920695,0.018922730644170382,0.43504245929976393,FALSE,0.3882808321453346
Ab0146,AgA,Screen1,-2.2130599693225386,-2.0717391188006804,-1.8047916307225138,FALSE,-2.0298635729485777
Ab0147,AgA,Screen1,-0.17247763399553082,-0.6137762421607218,-0.5592952705242493,FALSE,-0.44851638222683404
Ab0148,AgA,Screen1,-1.32115676844858,-1.901409888614089,-2.079770166295172,FALSE,-1.767445607785947
Ab0149,AgA,Screen1,-0.02742684030387943,-0.656394571164391,-0.36021775463812544,FALSE,-0.3480130553687986
Ab0150,AgA,Screen1,0.26167607475347987,0.13679721749399068,0.55405180717201,FALSE,0.31750836647316016
Ab0151,AgA,Screen2,0.931196470558759,0.9623052474557419,0.6554505948695395,FALSE,0.8496507709613468
Ab0152,AgA,Screen1,0.317048694518708,0.7084282339266431,0.7676738251877357,FALSE,0.5977169178776957
Ab0153,AgA,Screen1,0.8313132876217452,0.6636740824842938,1.42737539957476,TRUE,0.9741209232269329
Ab0154,AgA,Screen1,-1.4477904638919916,-0.8313361433243782,-1.7564227744753922,FALSE,-1.3451831272305874
Ab0155,AgA,Screen1,-0.08756925422262765,-0.09070222450019204,-0.4179991123275949,FALSE,-0.19875686368347154
Ab0156,AgA,Screen1,0.3854283504095807,0.10924377516382838,-0.2038011082572453,FALSE,0.09695700577205459
Ab0157,AgA,Screen2,1.9110761899842554,1.5818069440322189,1.7116115176368942,FALSE,1.7348315505511227
Ab0158,AgA,Screen2,-0.1599254123586435,-0.18685196158841888,0.016585141656330016,FALSE,-0.11006407743024411
Ab0159,AgA,Screen1,0.6093501033355129,0.4977083077445162,-0.5247883729323836,FALSE,0.1940900127158818
Ab0160,AgA,Screen2,1.932698045537772,1.880765882809741,1.634641990102496,FALSE,1.8160353061500032
Ab0161,AgA,Screen1,1.6835877299525361,1.906673746545774,1.2206616330940083,FALSE,1.6036410365307727
Ab0162,AgA,Screen1,0.6592985383052458,-0.32728505811293085,0.2393594278986108,FALSE,0.1904576360303086
Ab0163,AgA,Screen2,1.7240080155606794,1.6339065676430509,1.4407595257014976,FALSE,1.5995580363017428
Ab0164,AgA,Screen1,-0.4367620590416711,-0.7441811427123023,-0.11468037006450549,FALSE,-0.43187452393949294
Ab0165,AgA,Screen1,0.8108105202121405,1.9512972330231717,0.9379186681006308,FALSE,1.2333421404453144
Ab0166,AgA,Screen2,0.5994468147577033,0.03734503713489443,0.058516141280996414,FALSE,0.2317693310578647
Ab0167,AgA,Screen1,0.5824386545464364,1.463765571199719,0.6793302395450622,TRUE,0.9085114884304059
Ab0168,AgA,Screen1,1.3816993512401798,1.0289665629992966,0.9723887991726445,FALSE,1.127684904470707
Ab0169,AgA,Screen1,1.1390554125211314,0.9736251066665721,1.6718361831010249,TRUE,1.261505567429576
Ab0170,AgA,Screen2,1.6363657225576302,1.1835122253693604,0.9349275285847918,FALSE,1.2516018255039274
Ab0171,AgA,Screen2,2.58374474272985,1.474218771443104,1.6945787203305982,FALSE,1.9175140781678508
Ab0172,AgA,Screen1,0.9399309106444853,0.5506331844747074,-0.09288699454187976,FALSE,0.46589236685910435
Ab0173,AgA,Screen2,0.9906644917123555,1.4222386236176536,1.0310391628734021,FALSE,1.147980759401137
Ab0174,AgA,Screen2,0.4844229416999799,0.8200054214541155,-0.13726258393682408,FALSE,0.38905525973909044
Ab0175,AgA,Screen1,-0.9894136072425399,-1.2453140931835314,-1.0361034685902433,FALSE,-1.0902770563387716
Ab0176,AgA,Screen2,1.1596210845688288,2.019435302284739,1.136949822428048,TRUE,1.4386687364272053
Ab0177,AgA,Screen1,1.6783594290822472,0.8636617371279458,1.4956098610961963,FALSE,1.3458770091021297
Ab0178,AgA,Screen2,-0.48575903487827726,-0.7417238972488132,-0.6670899053250569,FALSE,-0.6315242791507157
Ab0179,AgA,Screen2,-0.8383394240789341,-1.0949586239430482,-0.9009698005192142,FALSE,-0.9447559495137322
Ab0180,AgA,Screen1,0.5856903208949635,0.5291022458435003,0.4220959725397764,FALSE,0.5122961797594133
Ab0181,AgA,Screen2,1.7813109114117853,1.3487895142046376,1.7439885266031832,FALSE,1.6246963174065352
Ab0182,AgA,Screen2,2.1481886723683465,1.5240971066338846,1.8816042680591123,FALSE,1.851296682353781
Ab0183,AgA,Screen1,0.23668932054515854,-0.19911933322343583,-0.31209309876635083,FALSE,-0.09150770381487605
Ab0184,AgA,Screen2,2.799327068287108,2.7507310432239307,2.7436592720652078,TRUE,2.7645724611920826
Ab0185,AgA,Screen2,1.5292002720610909,1.0691623217870587,1.5229702743142468,FALSE,1.3737776227207987
Ab0186,AgA,Screen2,0.9704424985321556,0.28484229529918087,0.8379541695783088,FALSE,0.6977463211365484
Ab0187,AgA,Screen1,0.8853913649364226,0.7782038915495545,0.6107158577047374,FALSE,0.7581037047302382
Ab0188,AgA,Screen2,-0.7949854805288364,-0.606835409929494,-0.19814630692859753,FALSE,-0.533322399128976
Ab0189,AgA,Screen2,-0.21167437832936659,0.11666497148398847,0.9550735738537872,FALSE,0.2866880556694697
Ab0190,AgA,Screen1,0.25609372969902294,0.8610705757403834,0.5222843277800883,FALSE,0.5464828777398315
Ab0191,AgA,Screen1,0.05643881838962403,0.2974763940692441,0.4971305799678941,FALSE,0.28368193080892073
Ab0192,AgA,Screen1,-0.29667959477330685,0.1797911794397574,-0.39467259804510957,FALSE,-0.17052033779288633
Ab0193,AgA,Screen1,-1.3608647499052937,-1.7705834965401812,-1.9418394983048919,FALSE,-1.691095914916789
Ab0194,AgA,Screen1,-1.3181112318060613,0.03320182034632657,-0.7131706205110414,FALSE,-0.666026677323592
Ab0195,AgA,Screen1,-0.21183335536032938,0.4296064568502194,0.6220803386893303,FALSE,0.2799511467264068
Ab0196,AgA,Screen1,0.2891906960834517,-0.1782769822742872,0.16153073939980242,FALSE,0.09081481773632231
Ab0197,AgA,Screen2,-0.3907194858627302,-0.8417764606549223,-0.4812445281399389,FALSE,-0.5712468248858638
Ab0198,AgA,Screen1,0.5493558571522795,0.49468666133797884,0.3891688220453131,FALSE,0.47773711351185716
Ab0199,AgA,Screen1,2.1512239562055733,1.8280180517645777,1.7398931169527896,TRUE,1.9063783749743137
Ab0200,AgA,Screen2,-0.13423922789702114,-0.04493874072269477,-0.9863860172750036,FALSE,-0.3885213286315732
Ab0201,AgA,Screen1,1.5116301976656417,0.7534932951990294,1.1519614620589995,FALSE,1.1390283183078902
Ab0202,AgA,Screen2,-0.6214436992648018,-0.08491980779976527,-0.08173255704856844,FALSE,-0.26269868803771185
Ab0203,AgA,Screen1,-0.6829144136728962,-1.4934028549537999,-1.139544950337983,FALSE,-1.1052874063215599
Ab0204,AgA,Screen2,0.9670032390617722,1.9219218131131908,1.375275230762719,FALSE,1.4214000943125606
Ab0205,AgA,Screen1,-0.07540280909581837,-0.10415409656686858,-0.36937844812567855,FALSE,-0.18297845126278847
Ab0206,AgA,Screen1,-0.49331808230438523,-1.2413592708432957,-1.0108872112722171,FALSE,-0.915188188139966
Ab0207,AgA,Screen2,1.244192783080148,1.5647541753990497,1.7130198645153674,FALSE,1.507322274331522
Ab0208,AgA,Screen1,0.5352756818914058,0.26607666287921794,1.0733949769449134,FALSE,0.624915773905179
Ab0209,AgA,Screen2,3.725758314486228,3.765106486033622,3.8962957510664005,TRUE,3.7957201838620835
Ab0210,AgA,Screen1,-0.9903462107339512,-1.0325953458133512,-0.450748101051007,FALSE,-0.8245632191994364
Ab0211,AgA,Screen2,1.6002205699090348,1.4085266383450492,1.019742623544824,FALSE,1.3428299439329692
Ab0212,AgA,Screen1,0.11442794531462275,-0.3689775547771927,-0.5612969523085757,FALSE,-0.2719488539237152
Ab0213,AgA,Screen1,0.00431324199378838,-0.14744365920510671,-0.6376195641440039,FALSE,-0.26024999378510744
Ab0214,AgA,Screen2,1.669457103864407,2.114573806697568,2.6381970032922535,TRUE,2.1407426379514094
Ab0215,AgA,Screen1,-0.32399684880796126,0.4799581736706524,0.6579304124958397,FALSE,0.2712972457861769
Ab0216,AgA,Screen1,-0.35715407408737276,-1.0909913023820892,-0.0580698347897593,FALSE,-0.5020717370864071
Ab0217,AgA,Screen1,0.21328212138921943,-0.28856908431389694,0.03296955417771867,FALSE,-0.014105802915652948
Ab0218,AgA,Screen1,-1.0286775896334623,-0.6098435596690859,-0.6714162175726521,FALSE,-0.7699791222917334
Ab0219,AgA,Screen1,-1.3468941685461093,-1.0161599683973155,-1.6315503711685095,FALSE,-1.3315348360373114
Ab0220,AgA,Screen2,-1.0237436050311004,-0.4518370709078221,-0.26326933871642055,FALSE,-0.579616671551781
Ab0221,AgA,Screen2,-0.19742668924957751,0.6003043302247766,0.6151531179101499,FALSE,0.33934358629511635
Ab0222,AgA,Screen2,-1.658070759485232,-1.3211784576640009,-1.1979391154086878,FALSE,-1.3923961108526404
Ab0223,AgA,Screen1,0.46693046495602936,0.16445644782052404,0.23009787965625061,FALSE,0.28716159747760134
Ab0224,AgA,Screen1,0.1109648688159049,-0.8297174252741029,-0.4507252142807747,FALSE,-0.38982592357965756
Ab0225,AgA,Screen2,-0.6152563264892503,-0.31695794704778746,-0.6059318234425972,FALSE,-0.5127153656598783
Ab0226,AgA,Screen1,0.4723846442705258,0.22945938786234776,1.1334820065764584,FALSE,0.611775346236444
Ab0227,AgA,Screen1,0.23257345368212806,-1.0174299721568143,-0.9819785569140813,FALSE,-0.5889450251295892
Ab0228,AgA,Screen2,0.23984052814602616,0.07293420062943155,0.22435451363150344,FALSE,0.17904308080232037
Ab0229,AgA,Screen1,2.7670736582245476,2.6713429445112444,2.6419209530965526,TRUE,2.6934458519441145
Ab0230,AgA,Screen1,-0.2875559462665892,-0.22139714045250453,-0.7410278185733358,FALSE,-0.4166603017641431
Ab0231,AgA,Screen1,-0.47585864467748706,-0.7097972406121285,-0.06408077122038697,FALSE,-0.41657888550333416
Ab0232,AgA,Screen2,1.0026521061866436,1.4572367131610906,1.303524910443071,FALSE,1.2544712432636016
Ab0233,AgA,Screen1,-0.46491696449038494,-0.106350828381405,0.004666412277025356,FALSE,-0.18886712686492155
Ab0234,AgA,Screen2,0.7037449121840954,1.2318952732282635,0.6208534033275981,FALSE,0.8521645295799857
Ab0235,AgA,Screen1,0.34569377957882763,-1.0625098156028847,-0.7401338638489203,FALSE,-0.48564996662432575
Ab0236,AgA,Screen1,-0.37317400280565066,-0.7239159001846229,-0.2205990334476084,FALSE,-0.43922964547929405
Ab0237,AgA,Screen1,1.0544536698278497,0.34241720913316076,0.46009212845164704,FALSE,0.6189876691375525
Ab0238,AgA,Screen2,-0.07076267951316474,0.18014905071334866,-0.26413714722716536,FALSE,-0.05158359200899382
Ab0239,AgA,Screen1,0.19208799547234054,-0.11412442393191413,0.08497565507521337,FALSE,0.05431307553854659
Ab0240,AgA,Screen1,-0.2001290877255015,-0.7897278015224803,-0.5014676156619821,FALSE,-0.49710816830332133
Ab0241,AgA,Screen1,1.11132041530634,1.2871330222927453,1.2208054713356669,FALSE,1.206419636311584
Ab0242,AgA,Screen1,0.21755233807757027,0.773177959367751,0.3098437516083853,FALSE,0.4335246830179022
Ab0243,AgA,Screen1,0.37973129729719163,-0.040533427997951454,0.3364769984559138,FALSE,0.22522495591838465
Ab0244,AgA,Screen1,0.4506355643782213,0.19553986706591614,0.24316587338858237,FALSE,0.29644710161090665
