feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction
Gene_0064,47608.884265089204,3.1447626380297673,0.05883401248487223,53.45143914565352,0,2.2250738585072014e-308,Up in case
Gene_0065,84741.04969864852,2.870441481987846,0.05002636519170032,57.378573697856226,0,2.2250738585072014e-308,Up in case
Gene_0066,48980.95888996278,3.026892767223541,0.07448304719739304,40.63868062757621,0,2.2250738585072014e-308,Up in case
Gene_0069,51188.81882950874,3.195957510871403,0.058872444727899445,54.2861354856706,0,2.2250738585072014e-308,Up in case
Gene_0071,34791.36314248657,3.161650623859512,0.06796511117713942,46.51872952314035,0,2.2250738585072014e-308,Up in case
Gene_0073,29155.263175777614,3.0478990600617535,0.06164135001663475,49.44568960996534,0,2.2250738585072014e-308,Up in case
Gene_0075,73003.07922768482,2.956220501699469,0.04453121709185428,66.38535155241077,0,2.2250738585072014e-308,Up in case
Gene_0076,42363.81753190335,3.079388703260971,0.05724757967294298,53.790723046347196,0,2.2250738585072014e-308,Up in case
Gene_0077,26712.864631261073,3.1851711574660717,0.07501783017296738,42.4588547832172,0,2.2250738585072014e-308,Up in case
Gene_0078,30699.725501769506,2.9976880083965267,0.0642589245863211,46.650142804205124,0,2.2250738585072014e-308,Up in case
Gene_0080,47324.57197614726,3.1193306430688317,0.05968835135623895,52.26029153413336,0,2.2250738585072014e-308,Up in case
Gene_0027,20649.34795097336,3.087955568082351,0.08247291446442434,37.44205704546038,8.089020594747388e-307,1.518938311680343e-305,Up in case
Gene_0058,17189.572617311267,3.027392145310046,0.08438641118613202,35.87535128887629,7.403581597856419e-282,1.364951225495711e-280,Up in case
Gene_0056,22382.606927480865,3.1084523466209166,0.08675478620500283,35.83032686260788,3.7243270028478347e-281,6.743692108728044e-280,Up in case
Gene_0039,21261.360198243718,3.0609539047414858,0.08887907356774236,34.4395343230988,6.459320517214856e-260,1.1490791235887482e-258,Up in case
Gene_0033,18010.01352753806,3.023253268078749,0.08907674599860338,33.939870997601886,1.720773178760471e-252,3.0083862125226164e-251,Up in case
Gene_0021,20111.16560811245,2.9809682348294295,0.09102960289662913,32.74723979862397,3.32376863204554e-235,5.712375242193521e-234,Up in case
Gene_0020,18504.428068148492,3.121668031547134,0.09944042312122885,31.3923446176559,2.5737454275714758e-216,4.3496297725957937e-215,Up in case
Gene_0068,14316.283275789598,3.2585259555813764,0.10704919327100904,30.43951902871413,1.648729652642863e-203,2.7406751930817427e-202,Up in case
Gene_0003,19199.311657695715,2.985285886679529,0.1025463520819961,29.111575654027103,2.562043103471471e-186,4.1901801724517286e-185,Up in case
Gene_0011,17234.272942969277,2.9064412063916527,0.10150962152482187,28.63217459323251,2.672641305362947e-180,4.3016798152984575e-179,Up in case
Gene_0079,14468.064105155403,3.12362361511952,0.1094249881869169,28.545798056508154,3.167408503079669e-179,5.018362847066851e-178,Up in case
Gene_0034,19146.335889995236,3.2131236557020624,0.11542647736230238,27.836972323227545,1.5488441771581854e-170,2.416196916366769e-169,Up in case
Gene_0072,14879.555904729084,3.1383685743257317,0.11303242173192272,27.76520688700232,1.141857068498586e-169,1.7543076779660093e-168,Up in case
Gene_0053,9390.38206767278,3.2582386541372133,0.12193963141523585,26.72009597144075,2.7497010168222287e-157,4.1614878075488656e-156,Up in case
Gene_0067,13168.590796869183,2.734150492326271,0.10790988322446465,25.3373501168464,1.2388952231939754e-141,1.8474114063510163e-140,Up in case
Gene_0049,12191.928142354258,3.062852839798332,0.12571644168920418,24.36318431100928,4.202712254420884e-131,6.176159747801125e-130,Up in case
Gene_0074,13562.02185118166,2.918687314250299,0.12186755125909494,23.9496673568591,9.314216501177565e-127,1.3492307903134359e-125,Up in case
Gene_0004,15692.690094166212,2.9931095272318595,0.12966308062511692,23.08374529435688,6.743671884760774e-118,9.631103226968204e-117,Up in case
Gene_0070,11872.014872525506,2.972911684177223,0.1440911853228028,20.63215510037693,1.4121439033632116e-94,1.9887693305698565e-93,Up in case
Gene_0023,10541.541260536544,3.4471242049454838,0.17887127838903494,19.271535575701446,9.313135219786764e-83,1.2936327551868188e-81,Up in case
Gene_0057,9474.197983049446,3.0890909326512683,0.19125644848285758,16.151564860455647,1.1071688335299298e-58,1.517120536755877e-57,Up in case
Gene_0001,8632.050694245561,2.991718110505143,0.18546562946168418,16.130849253247806,1.5487602820594849e-58,2.0939239013444236e-57,Up in case
Gene_0041,7700.757806501132,3.1951013319220203,0.22028649677764883,14.50429953111047,1.1379316040980497e-47,1.5182403244150295e-46,Up in case
Gene_0016,7330.74326932837,2.841157861513101,0.20300680114974334,13.9953826444336,1.6633202644914787e-44,2.1903983742783886e-43,Up in case
Gene_0047,7435.323690380659,2.9964547880656838,0.2338895046292836,12.811411922117173,1.4153551920841687e-37,1.8399617497094193e-36,Up in case
Gene_0050,4874.91827379299,2.8077256809512585,0.29423631073856354,9.542417364816657,1.395410271183648e-21,1.791070905038252e-20,Up in case
Gene_0094,12879.47151979337,-0.2896491334315899,0.06551648132938233,-4.421011744745368,9.823983335261984e-6,1.2451898877444565e-4,Down in case
Gene_1149,9973.518214535816,-0.2666753038582929,0.0632970235901527,-4.213078099611944,2.5191390855031784e-5,3.1535889292595346e-4,Down in case
Gene_0596,11706.85382756584,-0.24970363274961174,0.06241767803836304,-4.000527424236117,6.320146187252343e-5,7.815400285212043e-4,Down in case
Gene_0254,13989.072212933495,-0.23786473988718354,0.05950436814605716,-3.9974332523509837,6.403303863934079e-5,7.822831467505007e-4,Down in case
Gene_0685,5580.086540565029,-0.3530220106296502,0.08850924100166516,-3.9885327976432277,6.648321228803811e-5,8.025473483341742e-4,Down in case
Gene_0382,9512.39812122909,-0.262861566982739,0.0671750109517753,-3.913085584332042,9.112422019997675e-5,0.001087058344503252,Down in case
Gene_1115,25764.362536848424,-0.19388347744513418,0.04963184028484116,-3.906433376889133,9.366845367296467e-5,0.0011044164188882114,Down in case
Gene_0475,6443.526828948869,-0.31219513121150644,0.0808521633686386,-3.8613083213132984,1.1278147345642522e-4,0.0013144875182162664,Down in case
Gene_0128,22094.83388938806,-0.18462471063325997,0.048463088541752596,-3.8095943983058262,1.3919495430638398e-4,0.0016039054962121973,Down in case
Gene_0201,21108.778249372193,-0.19231356903097405,0.05098818327025921,-3.771728206349886,1.6212079264457674e-4,0.0018470840869842789,Down in case
Gene_0608,26688.901655379832,-0.18431402550154935,0.050714490659617424,-3.6343463791959882,2.7868624869671686e-4,0.003139865068649677,Down in case
Gene_1066,6492.5899407170255,-0.30128834045707986,0.08457654481386387,-3.5623155464692426,3.675981736678805e-4,0.004096093935156382,Down in case
Gene_0517,15114.399290195868,-0.18210680309755567,0.05139737110208676,-3.543115128123003,3.954300325831645e-4,0.004358326663470966,Down in case
Gene_0699,13978.944277113122,-0.19564569901651152,0.05632380873311864,-3.4735878737098087,5.135491705632595e-4,0.005599342569367151,Down in case
Gene_0268,11125.103668788837,-0.23743182179545624,0.06935386191322684,-3.4234837865629277,6.182393974840446e-4,0.00666909307498746,Down in case
Gene_0308,11504.239148321392,-0.2249646753269524,0.06606905732002652,-3.404992964214161,6.616575849608654e-4,0.007062324117371763,Down in case
Gene_0803,14296.934642379028,-0.21094381306874388,0.062091442802083334,-3.3973089293661274,6.805209337817211e-4,0.007188002363069429,Down in case
Gene_0514,30896.201324779857,-0.1717133615376656,0.05072321929150074,-3.3853009319232648,7.110025980053062e-4,0.007432542622447221,Down in case
Gene_0427,5740.39327631341,-0.2786044701384558,0.08323499917984904,-3.3472033745860257,8.1631297974849e-4,0.008446340423111928,Down in case
Gene_0115,10652.63091764838,-0.22075060909197836,0.0661640259382324,-3.3364144028669096,8.486655798096202e-4,0.008692392908353079,Down in case
Gene_0846,14315.510478478342,-0.21457456327457766,0.06441155528241926,-3.3313054208014825,8.64397065321572e-4,0.00876498624236074,Down in case
Gene_0757,14764.169817871561,-0.1956937917203278,0.05883046160401197,-3.326402451803682,8.797480665562566e-4,0.008832322173148952,Down in case
Gene_0466,12271.769549966359,-0.20808823424768932,0.0638425550502062,-3.2593970288947145,0.001116493017275613,0.01109925411291639,Down in case
Gene_0939,6422.903874415725,-0.28376040892629134,0.08722149264986655,-3.2533312639510936,0.0011406044371338783,0.011228863099550996,Down in case
Gene_0525,7889.160450107814,-0.266251206677141,0.08196758415473139,-3.248250017647644,0.00116117191102808,0.01132142613252378,Down in case
Gene_0737,16929.477452052623,-0.18316246030304884,0.056448753510321116,-3.24475650768018,0.0011755109241443696,0.011352076924594197,Down in case
Gene_0524,12980.71764570182,-0.20655328381120291,0.06389397078427597,-3.2327507787641645,0.0012260447171832303,0.011728390030413165,Down in case
Gene_0377,8088.087234999653,-0.23370566526202324,0.07330492346419466,-3.188130540456472,0.0014319587397746737,0.013570151047958124,Down in case
Gene_0513,18271.373044072756,-0.16976006538327498,0.05337977850995605,-3.18023173047847,0.0014715732331218472,0.013816437577644012,Down in case
Gene_1155,6566.193385637714,-0.2565124966343229,0.08148403775172289,-3.1480091526134424,0.0016438654615896391,0.015292473193136643,Down in case
Gene_0130,6767.472958632078,-0.24947688315458375,0.07957694670202999,-3.135039650223469,0.001718308848935137,0.015696983538920982,Down in case
Gene_0147,17885.920642547808,-0.17793423639706182,0.056719092321410945,-3.1371136087432285,0.0017062000023736839,0.015696983538920982,Down in case
Gene_1033,11314.945225778878,-0.18405159873124508,0.05937662517574669,-3.099731555750727,0.001936961073981304,0.017536415437652164,Down in case
Gene_0926,11675.652532213344,-0.20756740413747252,0.06704423904388186,-3.0959767326408953,0.001961657536197772,0.017602838422164074,Down in case
Gene_0242,14795.64999352291,-0.1620514481606336,0.05243087988899912,-3.0907634680881015,0.0019964259941194842,0.017757683842431204,Down in case
Gene_0639,19503.165375704906,-0.1759717768275682,0.05711895019891333,-3.08079501137113,0.0020644872575142667,0.018203391992343186,Down in case
Gene_0993,27744.09661070931,-0.14864188232878053,0.04848324920564764,-3.065839950171198,0.0021705947054543938,0.01897399164940306,Down in case
Gene_0161,11189.604640184954,-0.1879613010471809,0.06191661293101741,-3.03571678341954,0.002399646508034289,0.020796936402963838,Down in case
Gene_0527,17540.469109235688,-0.17612694249695637,0.058133549477470174,-3.029695315012803,0.002448005610729088,0.021036251604061824,Down in case
Gene_0191,6601.511165315725,-0.260130673898904,0.08631359414478483,-3.0137856785636052,0.0025801000153205474,0.021801845129458625,Down in case
Gene_0239,10905.737797473717,-0.19635412501102653,0.06515158909526222,-3.0138040796506873,0.002579943540691332,0.021801845129458625,Down in case
Gene_0359,13248.525960250397,-0.18654733941587,0.06249258484665279,-2.985111591617286,0.0028347488857585063,0.023755664216191116,Down in case
Gene_1135,6402.959276463296,-0.26987143937450253,0.09061580115684847,-2.9781940448485065,0.0028995235205032817,0.024099318440904325,Down in case
Gene_0238,13314.978934155539,-0.18330829455875006,0.062453809878621924,-2.9351018763307968,0.003334381932272095,0.027488319344096783,Down in case
Gene_0886,5821.752744869051,-0.24657685753748143,0.0842846530864092,-2.925524974098062,0.003438755735395005,0.028120147707181735,Down in case
Gene_0768,14995.308198111126,-0.16258813678031503,0.05580207796632078,-2.9136573888600483,0.003572217162334218,0.02897782562085518,Down in case
Gene_0469,9094.452400963377,-0.21810637128373472,0.07500796598472655,-2.9077761064491003,0.003640088480892947,0.029294045393852764,Down in case
Gene_0157,12186.678676412463,-0.1874364535443471,0.0645202312649971,-2.9050803115461448,0.0036715887733448542,0.02931488989111561,Down in case
Gene_0567,12807.173253108873,-0.17665863598616977,0.06095732629270203,-2.89807061316795,0.0037546604414650645,0.029743950684731058,Down in case
Gene_1011,20757.969966872075,-0.15687183968281204,0.05452875130218875,-2.8768646986514677,0.0040164777067592215,0.03157138290429341,Down in case
Gene_0127,18387.21449092325,-0.16227301586696766,0.056467963918825075,-2.8737182041881573,0.004056707402513289,0.03164231773960365,Down in case
Gene_0994,16337.901958653827,-0.15939578926475859,0.056334443594601796,-2.8294552869256093,0.004662731488981015,0.03609167732692175,Down in case
Gene_0655,12218.5229231765,-0.16961255190571575,0.060091901582365506,-2.8225525809536047,0.004764300876263157,0.036355751630763745,Down in case
Gene_1056,14649.550658937851,-0.16242102082031146,0.057549855127883194,-2.8222663716423093,0.004768555194173154,0.036355751630763745,Down in case
Gene_0870,9690.50303527106,-0.20471886019558794,0.07271697185038026,-2.815283076099619,0.00487342855272689,0.036878033973619904,Down in case
Gene_0444,7594.919060515826,-0.22966015467113757,0.08217568282075007,-2.794745924680609,0.005194051866590914,0.03901310068683842,Down in case
Gene_1117,13299.165255439404,-0.18066941776231923,0.06502639873767924,-2.778401099700316,0.005462714002739322,0.040729352932188774,Down in case
Gene_0262,7096.291178685866,-0.22896220915148527,0.08274864051158484,-2.7669603722302902,0.005658163250097499,0.0415751995333251,Down in case
Gene_0758,14960.304203099997,-0.17037479543978837,0.061526964991021116,-2.7691077475486052,0.005621004278366003,0.0415751995333251,Down in case
Gene_1000,12857.368318190787,-0.17416481854658966,0.06302340886412475,-2.763494099820594,0.005718612623010006,0.04171707337936796,Down in case
Gene_0456,4390.877969918206,-0.24737753316131456,0.09068325596688555,-2.7279295446961944,0.006373321899897238,0.04590084522257086,Down in case
Gene_0744,22740.716405064304,-0.14168420492249903,0.051947566411284465,-2.727446437061992,0.006382661909647427,0.04590084522257086,Down in case
Gene_0482,7112.747748559939,-0.20896377412262673,0.07669491996159136,-2.7246103682913456,0.006437740964442196,0.04597091083059427,Down in case
Gene_0764,6739.22378146507,-0.23471806336094553,0.0864470222387654,-2.7151665526738182,0.006624244682953072,0.04697191684275815,Down in case
Gene_0375,7733.922120004723,-0.2202405215385431,0.0812514474877243,-2.710604282733765,0.006716072575388429,0.04729234438502686,Down in case
Gene_0321,10841.613176279225,-0.1722831720638011,0.06367925245808952,-2.7054835823832764,0.0068205019594788675,0.04736978758158611,Down in case
Gene_1084,9150.823049020486,-0.2030240661767158,0.07500152300595511,-2.706932580030351,0.006790804680353909,0.04736978758158611,Down in case
Gene_0970,14090.895443117532,-0.16878202656916116,0.06259086848766271,-2.6965918615177835,0.007005307267509932,0.04832232360037463,Down in case
Gene_0403,3819.004678058174,-0.30451214112059005,0.11337774777332371,-2.6858192820111544,0.0072352210471082245,0.04906215961586116,Down in case
Gene_0740,11877.888228059432,-0.1652978986940284,0.06154738462484725,-2.6857014266581216,0.007237773391640726,0.04906215961586116,Down in case
Gene_0932,21816.23868459241,-0.1414653640376068,0.052691567371486274,-2.684781855894458,0.007257715919506089,0.04906215961586116,Down in case
Gene_0304,12877.461016305824,-0.17763821450218545,0.06629745498841297,-2.6794122720582845,0.007375152617080358,0.04907885811598507,Down in case
Gene_0664,10887.787489500406,-0.1701760943491884,0.0635449648406048,-2.6780421513499215,0.007405389834068753,0.04907885811598507,Down in case
Gene_0989,8908.575463062565,-0.19545292916628298,0.07292032743283076,-2.6803627472232745,0.007354241678876385,0.04907885811598507,Down in case
Gene_1004,6714.173551952694,-0.19903855750465685,0.07481325959429135,-2.660471667509653,0.007803129198181183,0.051379045499712464,NS
Gene_0540,10065.797100335254,-0.18971700144842857,0.07157958112391455,-2.6504346416892433,0.008038827931698269,0.052589493695109964,NS
Gene_0285,8944.774047847128,-0.20712637346014706,0.07843217517546086,-2.640834236673712,0.008270217205338796,0.053414014307092604,NS
Gene_0288,17670.0941801896,-0.1457781573556422,0.05518663705790431,-2.6415481197501705,0.008252808288363691,0.053414014307092604,NS
Gene_1015,6804.17547072081,-0.20633818940900545,0.07842733473583959,-2.6309473617074657,0.00851472229259611,0.05464511648539528,NS
Gene_0533,11605.999252334635,-0.15969404454772726,0.06098212354158153,-2.6187025848458294,0.008826486487852813,0.05602183418910016,NS
Gene_0601,15935.311853877118,-0.16246758758211174,0.06205338040239259,-2.6181907662172663,0.00883973715015387,0.05602183418910016,NS
Gene_0335,26193.45467387213,-0.14061325200812125,0.05426788596155318,-2.5910950743086,0.009567105651578313,0.06025493870000254,NS
Gene_0178,17105.737356812682,-0.15326538174063034,0.059299648744096,-2.5845917300798478,0.009749436661274802,0.06028005350324786,NS
Gene_0713,12830.488567692528,-0.16208190399031108,0.06264939106198168,-2.5871265664810155,0.009678003601777322,0.06028005350324786,NS
Gene_1057,17476.20912355813,-0.13112031696270815,0.050699329632740486,-2.586233741403034,0.009703110494209754,0.06028005350324786,NS
Gene_1151,12510.643253194099,-0.15743116306794477,0.06142639060825542,-2.5629238753739627,0.01037948033659582,0.06378662461398886,NS
Gene_0182,15338.832608755414,-0.1454240229992066,0.05704812869764005,-2.549146244041874,0.010798700585697922,0.06521077040951441,NS
Gene_0463,13621.000231103833,-0.1460341179346993,0.05723674711272595,-2.5514049155709313,0.0107289595319181,0.06521077040951441,NS
Gene_0498,16190.278131556905,-0.14014178334121172,0.05497976398461088,-2.548970260775185,0.01080415131045209,0.06521077040951441,NS
Gene_0980,27321.027044823048,-0.13611147188431022,0.053591932670866184,-2.5397753934390868,0.011092367857619054,0.06655420714571433,NS
Gene_0947,12554.929606306685,-0.16363336693303437,0.06509636183800643,-2.5137098650803127,0.011946867320889521,0.07125954978459985,NS
Gene_0338,4709.126315331647,-0.23983617340892116,0.09578342295697505,-2.5039423942559784,0.012281802915303898,0.0718549425792935,NS
Gene_0618,8296.550911257658,-0.1691113134288501,0.06748601416593934,-2.5058720020570093,0.01221498297929158,0.0718549425792935,NS
Gene_1064,12624.352348633192,-0.15229309049469988,0.06072623541413811,-2.5078631905320354,0.01214636847736416,0.0718549425792935,NS
Gene_1065,20586.782213858,-0.13172894333133242,0.05263783676344053,-2.5025523735584896,0.012330138075736753,0.0718549425792935,NS
Gene_1074,6433.236094515264,-0.20979130877856275,0.08413368388553291,-2.4935471631551502,0.01264737809738736,0.07328252223286162,NS
Gene_0219,6819.7736704777135,-0.20117897687536565,0.08113164078160152,-2.479661140059029,0.013150729362621837,0.075766133941469,NS
Gene_0248,6894.497907232248,-0.17297942383555384,0.07015920575910901,-2.465527110290802,0.0136811821647838,0.07793662199489199,NS
Gene_0990,5647.241708745202,-0.23543942683985097,0.09547457545054322,-2.465990822465725,0.013663483501787073,0.07793662199489199,NS
Gene_0164,7772.835461518985,-0.19650577613666903,0.08001553760199791,-2.455845227386968,0.014055367736825494,0.07808241670652707,NS
Gene_0218,20531.983520165468,-0.1409536321310177,0.05741691337239298,-2.4549148300053094,0.014091797097923525,0.07808241670652707,NS
Gene_0309,5965.992117485627,-0.2036786475605587,0.08290347269880949,-2.45681683685952,0.014017413477900682,0.07808241670652707,NS
Gene_0942,29564.163316995688,-0.1133689502870756,0.04606120794839811,-2.46126741647943,0.013844713071111594,0.07808241670652707,NS
Gene_1085,11083.411013150528,-0.1729770585289454,0.07041732279592484,-2.4564560488936373,0.014031496469533425,0.07808241670652707,NS
Gene_0587,2941.1843798814893,-0.42615374853254306,0.17513212517153265,-2.433327112973408,0.014960778163863453,0.08244689705520404,NS
Gene_0612,30212.63952410268,-0.12010210233048715,0.04945354715988174,-2.4285841810740267,0.015157905784177769,0.08308171062246626,NS
Gene_0448,10261.514439147097,-0.1529665926917137,0.06313174373584668,-2.4229743016722365,0.015394015616864435,0.08392221416935772,NS
Gene_0423,5748.119888540682,-0.20769531295229995,0.08629232789225823,-2.4068804032221904,0.01608943788064938,0.08639105983974653,NS
Gene_0461,3390.0673288719145,-0.3490429930077816,0.14503666253882086,-2.4065845621230832,0.016102475650603645,0.08639105983974653,NS
Gene_1092,5601.2764237866095,-0.21308903094455275,0.08841260914397447,-2.41016562012722,0.015945280270622312,0.08639105983974653,NS
Gene_0944,9920.37918149335,-0.15941266272733107,0.06633467158169276,-2.403157488026612,0.016254185651185894,0.08674602237001314,NS
Gene_0090,22202.41322909652,-0.1388214698851694,0.058033617684488246,-2.392087128531277,0.016752864863769666,0.08847606756178356,NS
Gene_0915,13861.082443460173,-0.15431654306615059,0.06448971645968035,-2.3928860528117055,0.016716431720014677,0.08847606756178356,NS
Gene_1055,10888.76398267556,-0.16694529947749706,0.07021029252736037,-2.3777895443526296,0.017416763183835317,0.09150568843735239,NS
Gene_0146,14511.452835623024,-0.14800001872887378,0.06234727121301962,-2.3738010637740277,0.017606033396829777,0.09202328796074946,NS
Gene_1089,5704.6057620613265,-0.20524770278922477,0.08671696466174283,-2.3668690848421092,0.017939277186652374,0.09328424137059235,NS
Gene_0902,17481.638284356544,-0.13743493711745294,0.05835098392700232,-2.3553148185022117,0.01850701886294748,0.09574549554606503,NS
Gene_0537,9148.560918101834,-0.1625270600093061,0.06963036692193791,-2.334140507855057,0.019588365818811068,0.09931301470137212,NS
Gene_0666,7946.878238754201,-0.16769036159914372,0.07179398443011567,-2.3357160482209154,0.01950604552522852,0.09931301470137212,NS
Gene_0774,9010.399506810736,-0.16472116881089274,0.07040942254623168,-2.3394762072183566,0.019310801542245647,0.09931301470137212,NS
Gene_0964,28180.96152385464,-0.1200344734876101,0.05139709345533727,-2.335433103662115,0.019520806772741883,0.09931301470137212,NS
Gene_0887,19926.47893489351,-0.1252268509187046,0.05434892741861381,-2.304127364909432,0.02121549503242563,0.10702742270089347,NS
Gene_0762,10990.026866614853,-0.14063140530101348,0.061378322365005136,-2.291222696910897,0.02195053689352068,0.11018734856450481,NS
Gene_0579,6386.70978667893,-0.21427388365501454,0.09433447569596827,-2.2714270904054255,0.02312113600426429,0.11549178279962556,NS
Gene_0442,12591.43221642544,-0.14317944379173222,0.06321156633879713,-2.265082991684285,0.023507587149610994,0.1168465361260076,NS
Gene_0176,12987.189824694642,-0.1431904567567277,0.06341208350877675,-2.25809418069206,0.02393978837288593,0.11841436785417724,NS
Gene_0365,8102.588870531155,-0.16609060034730536,0.07368545931809492,-2.254048517636349,0.024193115895211163,0.11850833983166216,NS
Gene_0491,11585.749389729834,-0.1490932711654391,0.06619186861119147,-2.252440885771141,0.024294424436807804,0.11850833983166216,NS
Gene_0643,4278.582616276621,-0.2741590198543422,0.12172922957709319,-2.2522036885209453,0.02430940304239224,0.11850833983166216,NS
Gene_0408,15801.715438728623,-0.12672130826376968,0.05670840300126776,-2.234612536363204,0.025442797100803848,0.12344017349385217,NS
Gene_1052,8495.859785302548,-0.17360794458566595,0.07776468281685804,-2.2324780131171673,0.0255833868057188,0.12353121057618506,NS
Gene_1167,5090.369931773908,-0.18629268523640893,0.08378102169132005,-2.2235666440399755,0.02617761486295837,0.1258014287727004,NS
Gene_0244,13299.784908739599,-0.1353156498935534,0.06098811652105261,-2.2187215741749218,0.02650567235127225,0.12618193316521154,NS
Gene_0290,11876.581431351417,-0.1392352138560018,0.06270862902181941,-2.2203517446945784,0.026394899968261807,0.12618193316521154,NS
Gene_0897,9567.01989780872,-0.14137940735145213,0.0638751660899163,-2.213370485055711,0.026872113782726203,0.12732861390506717,NS
